Oblast;Misto_odberu;;Group2;Group32;Jednotka;Group33;Hodnota;Počet_hodnot_OUT2;Počet_hodnot_IN3;Počet_hodnot3;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;CHSK-Mn;mg/l;11.9.2023;0,3;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;chuť;Neurčená jednotka;11.9.2023;PRIJAT;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;intestinální enterokoky;KTJ (MPN)/100 ml;11.9.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;koliformní bakterie;KTJ (MPN)/100 ml;11.9.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;pach;Neurčená jednotka;11.9.2023;PRIJAT;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;pH;Neurčená jednotka;11.9.2023;7,6;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;počty kolonií při 22 °C;KTJ/ml;11.9.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;počty kolonií při 36 °C;KTJ/ml;11.9.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;teplota;°C;11.9.2023;13,5;0;;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;zákal;ZF(n);11.9.2023;0,2;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;železo;mg/l;11.9.2023;0,009;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI000001249012318793;;;;;;;;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;barva;mg/l Pt;30.1.2023;2;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;dusitany;mg/l;30.1.2023;0,01;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;Escherichia coli;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;chlor volný;mg/l;30.1.2023;0,11;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;CHSK-Mn;mg/l;30.1.2023;0,3;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;chuť;Neurčená jednotka;30.1.2023;PRIJAT;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;intestinální enterokoky;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;koliformní bakterie;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;pach;Neurčená jednotka;30.1.2023;PRIJAT;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;pH;Neurčená jednotka;30.1.2023;7,8;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;počty kolonií při 22 °C;KTJ/ml;30.1.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;počty kolonií při 36 °C;KTJ/ml;30.1.2023;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;teplota;°C;30.1.2023;7,3;0;;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;zákal;ZF(n);30.1.2023;0,5;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;železo;mg/l;30.1.2023;0,005;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901231997;;;;;;;;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;barva;mg/l Pt;29.1.2024;2;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;dusitany;mg/l;29.1.2024;0,01;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;Escherichia coli;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;CHSK-Mn;mg/l;29.1.2024;0,3;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;chuť;Neurčená jednotka;29.1.2024;PRIJAT;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;intestinální enterokoky;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;koliformní bakterie;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;pach;Neurčená jednotka;29.1.2024;PRIJAT;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;pH;Neurčená jednotka;29.1.2024;7,7;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;počty kolonií při 22 °C;KTJ/ml;29.1.2024;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;počty kolonií při 36 °C;KTJ/ml;29.1.2024;0;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;teplota;°C;29.1.2024;6,3;0;;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;zákal;ZF(n);29.1.2024;0,2;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;železo;mg/l;29.1.2024;0,006;0;1;1;;;;;
SV Lažánky;Lažánky, vodojem;;CI00000124901241876;;;;;;;;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;barva;mg/l Pt;11.9.2023;2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;Clostridium perfringens;KTJ (MPN)/100 ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;dusitany;mg/l;11.9.2023;0,01;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;Escherichia coli;KTJ (MPN)/100 ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;CHSK-Mn;mg/l;11.9.2023;0,3;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;chuť;Neurčená jednotka;11.9.2023;PRIJAT;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;intestinální enterokoky;KTJ (MPN)/100 ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;koliformní bakterie;KTJ (MPN)/100 ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;MO - abioseston;procenta;11.9.2023;1;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;MO - počet organismů;jedinci/ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;MO - živé organismy;jedinci/ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;pach;Neurčená jednotka;11.9.2023;PRIJAT;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;pH;Neurčená jednotka;11.9.2023;7,2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;počty kolonií při 22 °C;KTJ/ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;počty kolonií při 36 °C;KTJ/ml;11.9.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;teplota;°C;11.9.2023;17,1;0;;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;zákal;ZF(n);11.9.2023;0,2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;železo;mg/l;11.9.2023;0,027;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI000001249012318795;;;;;;;;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;barva;mg/l Pt;30.1.2023;2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;Clostridium perfringens;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;dusitany;mg/l;30.1.2023;0,01;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;Escherichia coli;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;CHSK-Mn;mg/l;30.1.2023;0,5;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;chuť;Neurčená jednotka;30.1.2023;PRIJAT;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;intestinální enterokoky;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;koliformní bakterie;KTJ (MPN)/100 ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;MO - abioseston;procenta;30.1.2023;1;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;MO - počet organismů;jedinci/ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;MO - živé organismy;jedinci/ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;pach;Neurčená jednotka;30.1.2023;PRIJAT;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;pH;Neurčená jednotka;30.1.2023;7,5;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;počty kolonií při 22 °C;KTJ/ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;počty kolonií při 36 °C;KTJ/ml;30.1.2023;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;teplota;°C;30.1.2023;6,3;0;;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;zákal;ZF(n);30.1.2023;0,5;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;železo;mg/l;30.1.2023;0,006;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901231999;;;;;;;;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;barva;mg/l Pt;29.1.2024;2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;Clostridium perfringens;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;dusitany;mg/l;29.1.2024;0,01;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;Escherichia coli;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;CHSK-Mn;mg/l;29.1.2024;0,8;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;chuť;Neurčená jednotka;29.1.2024;PRIJAT;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;intestinální enterokoky;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;koliformní bakterie;KTJ (MPN)/100 ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;MO - abioseston;procenta;29.1.2024;1;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;MO - počet organismů;jedinci/ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;MO - živé organismy;jedinci/ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;pach;Neurčená jednotka;29.1.2024;PRIJAT;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;pH;Neurčená jednotka;29.1.2024;7,2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;počty kolonií při 22 °C;KTJ/ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;počty kolonií při 36 °C;KTJ/ml;29.1.2024;0;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;teplota;°C;29.1.2024;6;0;;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;zákal;ZF(n);29.1.2024;0,2;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;železo;mg/l;29.1.2024;0,009;0;1;1;;;;;
SV Lomnice u Tišnova;Lomnice, vodojem;;CI00000124901241877;;;;;;;;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;barva;mg/l Pt;22.5.2023;2;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;dusitany;mg/l;22.5.2023;0,01;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;Escherichia coli;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;CHSK-Mn;mg/l;22.5.2023;0,3;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;chuť;Neurčená jednotka;22.5.2023;PRIJAT;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;intestinální enterokoky;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;koliformní bakterie;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;pach;Neurčená jednotka;22.5.2023;PRIJAT;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;pH;Neurčená jednotka;22.5.2023;7,1;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;počty kolonií při 22 °C;KTJ/ml;22.5.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;počty kolonií při 36 °C;KTJ/ml;22.5.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;teplota;°C;22.5.2023;11;0;;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;zákal;ZF(n);22.5.2023;0,2;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;železo;mg/l;22.5.2023;0,005;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá ČS - N 49,22467738  E 16,75204;;CI000001249012310034;;;;;;;;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;barva;mg/l Pt;24.10.2022;2;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;dusitany;mg/l;24.10.2022;0,01;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;Escherichia coli;KTJ (MPN)/100 ml;24.10.2022;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;CHSK-Mn;mg/l;24.10.2022;0,3;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;chuť;Neurčená jednotka;24.10.2022;PRIJAT;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;intestinální enterokoky;KTJ (MPN)/100 ml;24.10.2022;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;koliformní bakterie;KTJ (MPN)/100 ml;24.10.2022;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;pach;Neurčená jednotka;24.10.2022;PRIJAT;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;pH;Neurčená jednotka;24.10.2022;6,9;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;počty kolonií při 22 °C;KTJ/ml;24.10.2022;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;počty kolonií při 36 °C;KTJ/ml;24.10.2022;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;teplota;°C;24.10.2022;11,6;0;;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;zákal;ZF(n);24.10.2022;0,5;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;železo;mg/l;24.10.2022;0,004;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012222602;;;;;;;;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;barva;mg/l Pt;23.10.2023;2;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;dusitany;mg/l;23.10.2023;0,01;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;Escherichia coli;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;CHSK-Mn;mg/l;23.10.2023;0,3;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;chuť;Neurčená jednotka;23.10.2023;PRIJAT;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;intestinální enterokoky;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;koliformní bakterie;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;pach;Neurčená jednotka;23.10.2023;PRIJAT;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;pH;Neurčená jednotka;23.10.2023;7;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;počty kolonií při 22 °C;KTJ/ml;23.10.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;počty kolonií při 36 °C;KTJ/ml;23.10.2023;0;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;teplota;°C;23.10.2023;11,4;0;;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;zákal;ZF(n);23.10.2023;0,2;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;železo;mg/l;23.10.2023;0,006;0;1;1;;;;;
SV Pozořice - Mokrá;Mokrá VDJ Říčky, výtokový kohout;;CI000001249012321650;;;;;;;;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;barva;mg/l Pt;21.11.2022;2;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;Clostridium perfringens;KTJ (MPN)/100 ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;dusitany;mg/l;21.11.2022;0,01;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;Escherichia coli;KTJ (MPN)/100 ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;CHSK-Mn;mg/l;21.11.2022;0,3;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;chuť;Neurčená jednotka;21.11.2022;PRIJAT;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;intestinální enterokoky;KTJ (MPN)/100 ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;koliformní bakterie;KTJ (MPN)/100 ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;MO - abioseston;procenta;21.11.2022;1;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;MO - počet organismů;jedinci/ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;MO - živé organismy;jedinci/ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;pach;Neurčená jednotka;21.11.2022;PRIJAT;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;pH;Neurčená jednotka;21.11.2022;7,6;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;počty kolonií při 22 °C;KTJ/ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;počty kolonií při 36 °C;KTJ/ml;21.11.2022;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;teplota;°C;21.11.2022;9,9;0;;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;zákal;ZF(n);21.11.2022;0,5;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;železo;mg/l;21.11.2022;0,004;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012224486;;;;;;;;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;barva;mg/l Pt;20.11.2023;2;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;Clostridium perfringens;KTJ (MPN)/100 ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;dusitany;mg/l;20.11.2023;0,01;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;Escherichia coli;KTJ (MPN)/100 ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;CHSK-Mn;mg/l;20.11.2023;0,3;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;chuť;Neurčená jednotka;20.11.2023;PRIJAT;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;intestinální enterokoky;KTJ (MPN)/100 ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;koliformní bakterie;KTJ (MPN)/100 ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;MO - abioseston;procenta;20.11.2023;1;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;MO - počet organismů;jedinci/ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;MO - živé organismy;jedinci/ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;pach;Neurčená jednotka;20.11.2023;PRIJAT;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;pH;Neurčená jednotka;20.11.2023;7,4;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;počty kolonií při 22 °C;KTJ/ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;počty kolonií při 36 °C;KTJ/ml;20.11.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;teplota;°C;20.11.2023;10,6;0;;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;zákal;ZF(n);20.11.2023;0,2;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;železo;mg/l;20.11.2023;0,011;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI000001249012323547;;;;;;;;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;barva;mg/l Pt;27.3.2023;2;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;Clostridium perfringens;KTJ (MPN)/100 ml;27.3.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;dusitany;mg/l;27.3.2023;0,01;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;Escherichia coli;KTJ (MPN)/100 ml;27.3.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;CHSK-Mn;mg/l;27.3.2023;0,3;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;chuť;Neurčená jednotka;27.3.2023;PRIJAT;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;intestinální enterokoky;KTJ (MPN)/100 ml;27.3.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;koliformní bakterie;KTJ (MPN)/100 ml;27.3.2023;0;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;MO - abioseston;procenta;27.3.2023;1;0;1;1;;;;;
SV Střelice;Střelice, VDJ, výtokový kohout;;CI00000124901236201;MO - počet organismů;jedinci/ml;27.3.2023;0;0;1;1;;;;;
